"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"43" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7695 0.766599597585513 0.772365805168986 0.53897753032196 0.767 0.758758758758759 0.775224775224775 0.534060444302366 "x1" "1.83600570082495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0844643983316924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"44" "SVM-RFE" 10 3 0.72 0.681818181818182 1 0.452267016866645 0.859 0.861167002012072 0.856858846918489 0.718012924348958 0.8475 0.852852852852853 0.842157842157842 0.695045100629142 "Noise1;Noise12;Noise13;Noise22;Noise3;Noise6;Noise8;x1;x2;x3" "2.98962158102279;-2.05186499585874;0.426262396375317;-0.113930325120703;NA;-0.0664419946771869;NA;NA;0.0836227517645928;NA;0.0603945346896833;NA;NA;NA;-0.126382213175144;0.173572392904145;NA;NA;NA;NA;NA;NA;NA;NA;-0.0739585268898292" "0.141779158919951;0.109608182433263;0.0759038179670734;0.0703024621080821;NA;0.0685817584866952;NA;NA;0.0733665070046814;NA;0.0719591315459544;NA;NA;NA;0.0717840257497994;0.072553271529187;NA;NA;NA;NA;NA;NA;NA;NA;0.0695406158430045"
"45" "GAMMA_BACK" 3 3 1 1 1 1 0.8575 0.859154929577465 0.855864811133201 0.715007227743201 0.8475 0.851851851851852 0.843156843156843 0.695030588838971 "x1;x2;x3" "2.95244474491316;-2.02532780532052;0.40504156501464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139464050356263;0.108158990457411;0.0746207950110623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"46" "GAMMA_BF" 3 3 1 1 1 1 0.8575 0.859154929577465 0.855864811133201 0.715007227743201 0.8475 0.851851851851852 0.843156843156843 0.695030588838971 "x1;x2;x3" "2.95244474491316;-2.02532780532052;0.40504156501464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139464050356263;0.108158990457411;0.0746207950110623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"47" "GAMMA_FORW" 3 3 1 1 1 1 0.8575 0.859154929577465 0.855864811133201 0.715007227743201 0.8475 0.851851851851852 0.843156843156843 0.695030588838971 "x1;x2;x3" "2.95244474491316;-2.02532780532052;0.40504156501464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139464050356263;0.108158990457411;0.0746207950110623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"48" "GAMMA_HC" 3 3 1 1 1 1 0.8575 0.859154929577465 0.855864811133201 0.715007227743201 0.8475 0.851851851851852 0.843156843156843 0.695030588838971 "x1;x2;x3" "2.95244474491316;-2.02532780532052;0.40504156501464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139464050356263;0.108158990457411;0.0746207950110623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"49" "BASELINE" 25 3 0.12 0 1 0 0.8615 0.867647058823529 0.855102040816327 0.722868068810863 0.8545 0.875739644970414 0.832657200811359 0.709324366159242 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.13200440926745;-2.02780634406737;0.567276756965765;-0.0894772823109729;0.0330766228050404;-0.0115160832725894;-0.0660365629491404;-0.0487076469587293;0.0597242143804027;0.0279451279941189;0.0930628768144947;-0.0282036663035512;-0.0211138554876192;0.00594285020936993;-0.0229390421828314;0.0850774435416066;-0.0786970772521125;0.0719654438564735;0.106892658869358;-0.0717418345405684;0.0127928824543624;0.13944683247477;-0.0094438219867515;0.0503874727039007;0.0056390194170558" "0.151557953368906;0.11408872659556;0.0762996849626075;0.0703776277457643;0.0716568875176358;0.0724153209834697;0.0715200038494127;0.0741406249424284;0.0727860146805021;0.0738301962767128;0.0719396956492652;0.0729138921847954;0.0753223162101927;0.0710609485724258;0.0729898778303965;0.0723589639193745;0.0709721378396547;0.0731893945168127;0.0747473905191774;0.0735600327554872;0.0724001437834196;0.0731854737058548;0.071363821067281;0.069209025595198;0.0736466096751022"
"50" "BEST" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"51" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.864705882352941 0.856122448979592 0.720874847867041 0.86 0.875739644970414 0.843813387423935 0.720117937107904 "x1;x2" "2.97075882424423;-1.93460762045067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140855671962001;0.107638390977313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"52" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.864705882352941 0.856122448979592 0.720874847867041 0.86 0.875739644970414 0.843813387423935 0.720117937107904 "x1;x2" "2.97075882424423;-1.93460762045067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140855671962001;0.107638390977313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"53" "CONS" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"54" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.763 0.764705882352941 0.761224489795918 0.525876713997197 0.778 0.773175542406312 0.782961460446247 0.556083610923782 "x1" "1.93006829537445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.088491847929718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"55" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.763 0.764705882352941 0.761224489795918 0.525876713997197 0.778 0.773175542406312 0.782961460446247 0.556083610923782 "x1" "1.93006829537445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.088491847929718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"56" "ONER" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.763 0.764705882352941 0.761224489795918 0.525876713997197 0.778 0.773175542406312 0.782961460446247 0.556083610923782 "x1" "1.93006829537445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.088491847929718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"57" "RELIEF" 5 2 0.84 0.863636363636364 0.666666666666667 0.430820218427665 0.858 0.86078431372549 0.855102040816327 0.715886354541817 0.8575 0.8767258382643 0.837728194726166 0.715243178523903 "Noise20;x1;x2;Noise16;Noise17" "2.9787016239736;-1.93920450711722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1042177952857;-0.0644400622751097;NA;NA;-0.035481917265931;NA;NA" "0.141499376484427;0.108054270157507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.071359473694965;0.0704796953073903;NA;NA;0.0675284328086783;NA;NA"
"58" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.864705882352941 0.856122448979592 0.720874847867041 0.86 0.875739644970414 0.843813387423935 0.720117937107904 "x1;x2" "2.97075882424423;-1.93460762045067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140855671962001;0.107638390977313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"59" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.763 0.764705882352941 0.761224489795918 0.525876713997197 0.778 0.773175542406312 0.782961460446247 0.556083610923782 "x1" "1.93006829537445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.088491847929718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"60" "SVM-RFE" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"61" "GAMMA_BACK" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"62" "GAMMA_BF" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"63" "GAMMA_FORW" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"64" "GAMMA_HC" 3 3 1 1 1 1 0.869 0.872549019607843 0.86530612244898 0.73788614632778 0.867 0.883629191321499 0.849898580121704 0.734166900057477 "x1;x2;x3" "3.08310366628439;-1.9966855800166;0.549682546354726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147707776902712;0.111485428848379;0.0751288583225015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"65" "BASELINE" 25 3 0.12 0 1 0 0.8745 0.869430051813472 0.879227053140097 0.748683716296752 0.8565 0.843298969072165 0.868932038834951 0.712698041993277 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.17028425103892;-1.99225049907957;0.621567444056279;0.0499374569156534;-0.00857225325340387;0.0123921756163183;-0.0155355288939299;0.106009101492364;-0.0107427122770955;0.125617112829677;-0.0397829632035442;0.015328178654122;0.0879789906307359;0.00548987056772742;0.00421033251940699;0.00101127462318103;0.031238210513788;0.00701075776125227;0.0371246365599002;0.0423916732868799;0.0409627690489608;-0.0162050090859635;0.039857850754822;0.0987722332276775;0.050887313437503" "0.149977610232526;0.109462121903454;0.0783419801873581;0.0735449844310559;0.0737382112674366;0.0752578944334703;0.0737742202377573;0.0720164926119549;0.0741292046577178;0.0736249042783854;0.0732112654165002;0.0739733238320689;0.0740170223747397;0.0721019863925396;0.0771051484617308;0.075247578116762;0.0758532711731402;0.073323512234607;0.0765688137520426;0.0719482161319984;0.0767897157111723;0.0736199597695638;0.0769667865007497;0.0744322797121605;0.0715260597730445"
"66" "BEST" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"67" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"68" "CHI2" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"69" "CONS" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"70" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"71" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"72" "ONER" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"73" "RELIEF" 1 0 0.84 0.954545454545455 0 -0.0753778361444409 0.5175 0 1 0 0.515 0 1 0 "Noise2" "NA;NA;NA;NA;-0.0130951869566097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "NA;NA;NA;NA;0.0447116423637396;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"74" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8645 0.864248704663212 0.864734299516908 0.728782735473171 0.8465 0.839175257731959 0.853398058252427 0.692685988017616 "x1;x2" "2.9512332674861;-1.90363333188364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137333199938546;0.104181938519093;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"75" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.764766839378238 0.793236714975845 0.558305210938554 0.7695 0.750515463917526 0.787378640776699 0.538408724699785 "x1" "1.90887043370282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0869035928834997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"76" "SVM-RFE" 10 3 0.72 0.681818181818182 1 0.452267016866645 0.8745 0.867357512953368 0.881159420289855 0.748657491885899 0.8535 0.839175257731959 0.866990291262136 0.706696602094335 "Noise10;Noise15;Noise20;Noise21;Noise5;Noise7;Noise8;x1;x2;x3" "3.16055094777112;-1.98797444634835;0.611997642992822;NA;NA;NA;NA;0.107591071098427;NA;0.119265852532157;-0.0422930112881062;NA;0.0825378628305366;NA;NA;NA;NA;0.00289051118918598;NA;NA;NA;NA;0.0379520134078694;0.10692506199776;NA" "0.148957540460572;0.108807362430418;0.0775522799617172;NA;NA;NA;NA;0.0715382488733061;NA;0.0727918376428073;0.0728704785235987;NA;0.0733432773677225;NA;NA;NA;NA;0.0726337154054242;NA;NA;NA;NA;0.0764274290932079;0.0737675715788717;NA"
"77" "GAMMA_BACK" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"78" "GAMMA_BF" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"79" "GAMMA_FORW" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"80" "GAMMA_HC" 3 3 1 1 1 1 0.87 0.864248704663212 0.87536231884058 0.73966434657721 0.856 0.845360824742268 0.866019417475728 0.711688034960179 "x1;x2;x3" "3.1274946328287;-1.97084837366487;0.596005271492136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14676869140853;0.107895742803694;0.0769011583811155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"81" "BASELINE" 25 3 0.12 0 1 0 0.8675 0.868868868868869 0.866133866133866 0.735003837510421 0.856 0.846758349705305 0.865580448065173 0.712236209903577 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.14867631714442;-2.03278517969534;0.587396558231092;-0.11466277633619;-0.0760780253946673;0.00337744748026617;0.0632194636118961;-0.160542352093107;0.0993968279283789;-0.026127236214102;-0.0262839931721919;0.0255184929357576;-0.0945654494522659;-0.0513007762164505;-0.0209814407806558;0.0742735498140358;-0.118907073341324;0.000866965028085432;-0.0630410149130392;-0.0304683020606046;0.0578323582603659;-0.0368707439003224;0.0721500880937564;0.0876794103481109;0.11558483025947" "0.151365183640225;0.114088146657893;0.0767694878950706;0.0737927441926443;0.0720937124287456;0.0724159140931269;0.0739365944323756;0.0739043649075407;0.0703161529529878;0.0701549755095559;0.0754768560478126;0.0716882144975372;0.0716502886410958;0.0737749682168737;0.0744046089857109;0.0706866643227517;0.0731352915156218;0.0707180194954775;0.0733329216325108;0.0753753033699853;0.0709143918653225;0.0716952391359762;0.0737961749411479;0.0741373344679424;0.0728190725657466"
"82" "BEST" 3 3 1 1 1 1 0.8625 0.864864864864865 0.86013986013986 0.725010162606773 0.8595 0.855599214145383 0.863543788187373 0.719035479727926 "x1;x2;x3" "3.07008786633792;-2.00935515139176;0.573132261981321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.146455685371698;0.1118701486099;0.0750543292164903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"83" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7775 0.774774774774775 0.78021978021978 0.555004267663938 0.769 0.7524557956778 0.786150712830957 0.538674407761415 "x1" "2.01276706741458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0914456664877829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"84" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.853 0.856856856856857 0.849150849150849 0.706024650819611 0.8535 0.851669941060904 0.855397148676171 0.706981168906077 "x1;x2" "2.90254550273932;-1.85469854370997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136579289263824;0.103572935885521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"85" "CONS" 3 3 1 1 1 1 0.8625 0.864864864864865 0.86013986013986 0.725010162606773 0.8595 0.855599214145383 0.863543788187373 0.719035479727926 "x1;x2;x3" "3.07008786633792;-2.00935515139176;0.573132261981321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.146455685371698;0.1118701486099;0.0750543292164903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"86" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7775 0.774774774774775 0.78021978021978 0.555004267663938 0.769 0.7524557956778 0.786150712830957 0.538674407761415 "x1" "2.01276706741458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0914456664877829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"87" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7775 0.774774774774775 0.78021978021978 0.555004267663938 0.769 0.7524557956778 0.786150712830957 0.538674407761415 "x1" "2.01276706741458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0914456664877829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
