"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"400" "GAMMA_HC" 3 3 1 1 1 1 0.8665 0.868217054263566 0.864669421487603 0.732778288147808 0.866 0.872655478775913 0.859169199594731 0.731956464668004 "x1;x2;x3" "3.00443698725463;-1.97772843639081;0.408833475872867;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.143548091060171;0.107041896687827;0.0714957766572771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"401" "BASELINE" 25 3 0.12 0 1 0 0.8685 0.869 0.868 0.737000368500276 0.851 0.863868986693961 0.838709677419355 0.702421256110835 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.2460785338287;-2.02169487221956;0.505053870963759;-0.111824381170228;-0.00062455357679956;-0.0770269311350205;0.0232623621102626;0.0306121825390985;-0.0139618094670475;0.0926513969904366;0.113224062136333;0.0757910923537885;0.135811064144972;0.053855275459531;0.0307451625095395;0.0124536293924139;-0.0714366860913248;0.0308559702170484;0.0188199441916285;0.176794918846418;-0.0998271899889236;0.0624537066692965;0.14461761462364;0.0100263417614849;0.0883745308199567" "0.157622963041599;0.111554542998297;0.0754133350393951;0.0757070764408855;0.0755990771733632;0.072392675767314;0.0737605880340898;0.0780318229480335;0.0750136834700595;0.0752424355475854;0.0755771727595478;0.0738084021536635;0.0742641447966871;0.0765208363788151;0.0750366776887274;0.0765346279785108;0.0734188668583661;0.0742644944778312;0.0765932495930535;0.0747041351638483;0.0739717558747509;0.0751717806898606;0.0749985897003511;0.073672552059927;0.0758973786885078"
"402" "BEST" 3 3 1 1 1 1 0.866 0.867 0.865 0.732001464004392 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 "x1;x2;x3" "3.1396205916322;-1.97885569564447;0.483392524810778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151385882080359;0.10863159322055;0.073683592111227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"403" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.86 0.855 0.715008937667582 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 "x1;x2" "3.0625904457703;-1.91003954088562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147245715615767;0.105167452734916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"404" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.86 0.855 0.715008937667582 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 "x1;x2" "3.0625904457703;-1.91003954088562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147245715615767;0.105167452734916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"405" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.86 0.855 0.715008937667582 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 "x1;x2" "3.0625904457703;-1.91003954088562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147245715615767;0.105167452734916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"406" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.774 0.773 0.775 0.548001096003288 0.759 0.778915046059365 0.739980449657869 0.51894742052388 "x1" "1.99372462397735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090431277556544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"407" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.774 0.773 0.775 0.548001096003288 0.759 0.778915046059365 0.739980449657869 0.51894742052388 "x1" "1.99372462397735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090431277556544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"408" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.86 0.855 0.715008937667582 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 "x1;x2" "3.0625904457703;-1.91003954088562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147245715615767;0.105167452734916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"409" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.774 0.773 0.775 0.548001096003288 0.759 0.778915046059365 0.739980449657869 0.51894742052388 "x1" "1.99372462397735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090431277556544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"410" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.86 0.855 0.715008937667582 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 "x1;x2" "3.0625904457703;-1.91003954088562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147245715615767;0.105167452734916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"411" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.774 0.773 0.775 0.548001096003288 0.759 0.778915046059365 0.739980449657869 0.51894742052388 "x1" "1.99372462397735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090431277556544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"412" "SVM-RFE" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.8705 0.866 0.875 0.741030012323261 0.848 0.858751279426817 0.837732160312806 0.69630789940343 "Noise10;Noise17;Noise18;Noise20;Noise7;Noise8;x1;x2;x3" "3.21414966230176;-2.00983821316866;0.489478220792821;NA;NA;NA;NA;NA;NA;0.0908796046112135;0.110485710238968;NA;0.127316368566936;NA;NA;NA;NA;NA;NA;0.167044782780334;-0.0963753143354439;NA;0.135849773681119;NA;NA" "0.155442979091796;0.110532572959598;0.07436976322247;NA;NA;NA;NA;NA;NA;0.0745706293604496;0.0745279172964836;NA;0.0735613340380151;NA;NA;NA;NA;NA;NA;0.0738422779656401;0.0728814501791572;NA;0.0744343731304965;NA;NA"
"413" "GAMMA_BACK" 3 3 1 1 1 1 0.866 0.867 0.865 0.732001464004392 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 "x1;x2;x3" "3.1396205916322;-1.97885569564447;0.483392524810778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151385882080359;0.10863159322055;0.073683592111227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"414" "GAMMA_BF" 3 3 1 1 1 1 0.866 0.867 0.865 0.732001464004392 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 "x1;x2;x3" "3.1396205916322;-1.97885569564447;0.483392524810778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151385882080359;0.10863159322055;0.073683592111227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"415" "GAMMA_FORW" 3 3 1 1 1 1 0.866 0.867 0.865 0.732001464004392 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 "x1;x2;x3" "3.1396205916322;-1.97885569564447;0.483392524810778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151385882080359;0.10863159322055;0.073683592111227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"416" "GAMMA_HC" 3 3 1 1 1 1 0.866 0.867 0.865 0.732001464004392 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 "x1;x2;x3" "3.1396205916322;-1.97885569564447;0.483392524810778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151385882080359;0.10863159322055;0.073683592111227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"417" "BASELINE" 25 3 0.12 0 1 0 0.858 0.853853853853854 0.862137862137862 0.716020357407493 0.8575 0.861111111111111 0.85408560311284 0.714976720226062 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.87780906416015;-1.99383058883463;0.516540934899848;-0.107848412476042;-0.0305303590329203;-0.0784887513115733;-0.0473581925635151;-0.183750416352675;0.00808194980456877;0.0051950087945725;0.00730528182854545;0.000773661813471762;0.0145148055896623;-0.0845277722006613;0.132690839739608;0.0159000762517694;-0.0826775420399612;0.0909658293615542;0.0752671669487534;-0.0983858990888307;-0.0460756371111468;0.0231105991704567;0.131798735367254;-0.0417508032262461;0.0483599299286326" "0.136006757496758;0.112171581952979;0.0750734011496443;0.0737712747006175;0.0732534247697226;0.0700076113655276;0.072937025855545;0.070748399072235;0.0697191637757375;0.0744191211267535;0.0739178338490555;0.0722849916573108;0.0734308219383208;0.069880308614857;0.0735854897948559;0.069370107928129;0.0720797673462029;0.0718860319013768;0.0736409470315467;0.0714986852543761;0.0726993469512447;0.0723741750737152;0.0716574000784656;0.0726534086508571;0.0721197099612767"
"418" "BEST" 3 3 1 1 1 1 0.8505 0.843843843843844 0.857142857142857 0.70105505725567 0.86 0.861111111111111 0.858949416342412 0.719894840793573 "x1;x2;x3" "2.81078725741708;-1.92040163742074;0.506467382753688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.131933655559045;0.107661315852675;0.0734586693598107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"419" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.775775775775776 0.774225774225774 0.55000155000155 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 "x1" "1.8880472683096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868327964590001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"420" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8425 0.83983983983984 0.845154845154845 0.685006672728339 0.8515 0.849794238683128 0.853112840466926 0.702817405342948 "x1;x2" "2.68826208234186;-1.84704464467642;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125397967744446;0.103280511269115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"421" "CONS" 3 3 1 1 1 1 0.8505 0.843843843843844 0.857142857142857 0.70105505725567 0.86 0.861111111111111 0.858949416342412 0.719894840793573 "x1;x2;x3" "2.81078725741708;-1.92040163742074;0.506467382753688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.131933655559045;0.107661315852675;0.0734586693598107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"422" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.775775775775776 0.774225774225774 0.55000155000155 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 "x1" "1.8880472683096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868327964590001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"423" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.775775775775776 0.774225774225774 0.55000155000155 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 "x1" "1.8880472683096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868327964590001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"424" "ONER" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.775775775775776 0.774225774225774 0.55000155000155 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 "x1" "1.8880472683096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868327964590001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"425" "RELIEF" 1 0 0.84 0.954545454545455 0 -0.0753778361444409 0.5195 0.386386386386386 0.652347652347652 0.0401816422400563 0.4975 0.368312757201646 0.619649805447471 -0.0124306593710407 "Noise19" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.00627377026309273;NA;NA;NA" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0449509094479177;NA;NA;NA"
"426" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8425 0.83983983983984 0.845154845154845 0.685006672728339 0.8515 0.849794238683128 0.853112840466926 0.702817405342948 "x1;x2" "2.68826208234186;-1.84704464467642;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125397967744446;0.103280511269115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"427" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.775775775775776 0.774225774225774 0.55000155000155 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 "x1" "1.8880472683096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868327964590001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"428" "SVM-RFE" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.8575 0.853853853853854 0.861138861138861 0.715015238349995 0.858 0.862139917695473 0.85408560311284 0.715996258940175 "Noise1;Noise11;Noise12;Noise17;Noise20;Noise5;x1;x2;x3" "2.87269596718062;-1.97602397694178;0.513290331391343;-0.105340311467274;NA;NA;NA;-0.184704647079329;NA;NA;NA;NA;NA;-0.0975390267777747;0.12541524758579;NA;NA;NA;NA;-0.101630627817409;NA;NA;0.124703782125085;NA;NA" "0.13539548990103;0.111084366040897;0.0741011828235985;0.0731068029929881;NA;NA;NA;0.0697903154491944;NA;NA;NA;NA;NA;0.069003503915264;0.0728656301644613;NA;NA;NA;NA;0.070682504792768;NA;NA;0.0708789215967635;NA;NA"
"429" "GAMMA_BACK" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.8565 0.852852852852853 0.86013986013986 0.71301517334689 0.857 0.861111111111111 0.853112840466926 0.713995330406841 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20" "2.8769784312137;-1.98883159889753;0.515390481017407;-0.103261063074624;-0.0267742853299604;-0.0793067221978225;-0.0477713193759831;-0.183421726509765;NA;0.00698596828689301;NA;NA;0.0142333428872481;-0.0862715780987136;0.130510475296746;NA;-0.0807461155574235;0.0925728277257516;0.078061957322597;-0.0962142700269694;NA;0.0268505188483906;0.127544637804488;NA;NA" "0.135948590320422;0.111912869005207;0.074676794835672;0.0734823945780986;0.0730748503774386;0.0698044521179264;0.0728327771959496;0.0706386968479945;NA;0.0738406062434503;NA;NA;0.073033758164542;0.0696362066969493;0.0733429406409947;NA;0.0718905375241616;0.0717226494109302;0.0734367714092686;0.0711864197479005;NA;0.071960257713772;0.0714954975142607;NA;NA"
"430" "GAMMA_BF" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.8565 0.852852852852853 0.86013986013986 0.71301517334689 0.857 0.861111111111111 0.853112840466926 0.713995330406841 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20" "2.8769784312137;-1.98883159889753;0.515390481017407;-0.103261063074624;-0.0267742853299604;-0.0793067221978225;-0.0477713193759831;-0.183421726509765;NA;0.00698596828689301;NA;NA;0.0142333428872481;-0.0862715780987136;0.130510475296746;NA;-0.0807461155574235;0.0925728277257516;0.078061957322597;-0.0962142700269694;NA;0.0268505188483906;0.127544637804488;NA;NA" "0.135948590320422;0.111912869005207;0.074676794835672;0.0734823945780986;0.0730748503774386;0.0698044521179264;0.0728327771959496;0.0706386968479945;NA;0.0738406062434503;NA;NA;0.073033758164542;0.0696362066969493;0.0733429406409947;NA;0.0718905375241616;0.0717226494109302;0.0734367714092686;0.0711864197479005;NA;0.071960257713772;0.0714954975142607;NA;NA"
"431" "GAMMA_FORW" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.8565 0.852852852852853 0.86013986013986 0.71301517334689 0.857 0.861111111111111 0.853112840466926 0.713995330406841 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20" "2.8769784312137;-1.98883159889753;0.515390481017407;-0.103261063074624;-0.0267742853299604;-0.0793067221978225;-0.0477713193759831;-0.183421726509765;NA;0.00698596828689301;NA;NA;0.0142333428872481;-0.0862715780987136;0.130510475296746;NA;-0.0807461155574235;0.0925728277257516;0.078061957322597;-0.0962142700269694;NA;0.0268505188483906;0.127544637804488;NA;NA" "0.135948590320422;0.111912869005207;0.074676794835672;0.0734823945780986;0.0730748503774386;0.0698044521179264;0.0728327771959496;0.0706386968479945;NA;0.0738406062434503;NA;NA;0.073033758164542;0.0696362066969493;0.0733429406409947;NA;0.0718905375241616;0.0717226494109302;0.0734367714092686;0.0711864197479005;NA;0.071960257713772;0.0714954975142607;NA;NA"
"432" "GAMMA_HC" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.8565 0.852852852852853 0.86013986013986 0.71301517334689 0.857 0.861111111111111 0.853112840466926 0.713995330406841 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20" "2.8769784312137;-1.98883159889753;0.515390481017407;-0.103261063074624;-0.0267742853299604;-0.0793067221978225;-0.0477713193759831;-0.183421726509765;NA;0.00698596828689301;NA;NA;0.0142333428872481;-0.0862715780987136;0.130510475296746;NA;-0.0807461155574235;0.0925728277257516;0.078061957322597;-0.0962142700269694;NA;0.0268505188483906;0.127544637804488;NA;NA" "0.135948590320422;0.111912869005207;0.074676794835672;0.0734823945780986;0.0730748503774386;0.0698044521179264;0.0728327771959496;0.0706386968479945;NA;0.0738406062434503;NA;NA;0.073033758164542;0.0696362066969493;0.0733429406409947;NA;0.0718905375241616;0.0717226494109302;0.0734367714092686;0.0711864197479005;NA;0.071960257713772;0.0714954975142607;NA;NA"
"433" "BASELINE" 25 3 0.12 0 1 0 0.879 0.876984126984127 0.881048387096774 0.758009772673387 0.85 0.851619644723093 0.848513902205177 0.699741076108124 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.404992184941;-2.28088951413053;0.582888276721456;-0.0291806276902255;-0.0347866924797235;-0.000880021997797586;0.144658068393692;-0.111255739988745;0.0314172985589397;-0.00394752682002654;-0.0111847063011519;0.037841397896234;0.108285524772919;-0.0982791511604309;-0.0738085049726201;0.151954979826016;-0.0644916458869413;-0.0954431741866038;0.0438513250427574;0.112842778986846;-0.0657272395868981;0.0449684171380014;-0.177175501594842;0.047628661798838;0.163689282346127" "0.168407903587926;0.122708009314883;0.0809953061674795;0.0774156449483064;0.0738187451093177;0.0726950340249082;0.0751183837478169;0.077304553584972;0.0726957163166523;0.0794357285340786;0.0734289433392018;0.0737686217385177;0.0724087218584823;0.0756782870475971;0.0783988421274207;0.0729133620654863;0.0781179110488646;0.0785452458752508;0.077744432831506;0.0769709075483383;0.0765807004096605;0.0803563444147809;0.0766369314098268;0.0750555021652715;0.0777240530584585"
"434" "BEST" 3 3 1 1 1 1 0.869 0.875992063492063 0.861895161290323 0.738011229022364 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 "x1;x2;x3" "3.29829487070053;-2.20481284249767;0.577027100066296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.161560380400994;0.117999540839832;0.0793333415994031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"435" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"436" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"437" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"438" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7615 0.760912698412698 0.762096774193548 0.522995089518532 0.7755 0.77115987460815 0.779482262703739 0.550414717637506 "x1" "1.94965336323026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0900495610399215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"439" "IGR" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"440" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"441" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7615 0.760912698412698 0.762096774193548 0.522995089518532 0.7755 0.77115987460815 0.779482262703739 0.550414717637506 "x1" "1.94965336323026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0900495610399215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
